"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834718","1.33.1.1.3","10.0","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834719","1.33.1.2.1","8.3","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834720","1.33.1.2.2","4.6","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834721","1.33.1.2.3","13.7","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834722","1.33.1.3.1","6.0","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834723","1.33.1.3.2","3.2","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834724","1.33.1.3.3","10.1","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834725","1.33.2.1.1","5.7","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834726","1.33.2.1.2","3.6","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834727","1.33.2.1.3","8.5","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834728","1.33.2.2.1","5.6","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834729","1.33.2.2.2","2.8","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834730","1.33.2.2.3","9.9","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834731","1.33.2.3.1","5.8","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834732","1.33.2.3.2","3.0","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834733","1.33.2.3.3","10.0","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834734","1.33.3.1.1","5.1","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834735","1.33.3.1.2","2.6","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834736","1.33.3.1.3","9.1","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834737","1.33.3.2.1","","F","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834738","1.33.3.2.2","","F","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834739","1.33.3.2.3","","F","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834740","1.33.3.3.1","5.4","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834741","1.33.3.3.2","2.7","","","","1"
"2024","Canada","2021A000011124","Reduced the dosage of prescription medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834742","1.33.3.3.3","9.6","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834743","1.34.1.1.1","16.0","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834744","1.34.1.1.2","12.5","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834745","1.34.1.1.3","20.1","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Men+","Percentage","Percent","239","units","0","v1663834746","1.34.1.2.1","11.8","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834747","1.34.1.2.2","7.2","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663834748","1.34.1.2.3","17.9","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Women+","Percentage","Percent","239","units","0","v1663834749","1.34.1.3.1","18.9","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834750","1.34.1.3.2","14.2","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663834751","1.34.1.3.3","24.4","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Total, gender","Percentage","Percent","239","units","0","v1663834752","1.34.2.1.1","14.6","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834753","1.34.2.1.2","10.7","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834754","1.34.2.1.3","19.2","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Men+","Percentage","Percent","239","units","0","v1663834755","1.34.2.2.1","12.7","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834756","1.34.2.2.2","7.8","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663834757","1.34.2.2.3","19.1","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Women+","Percentage","Percent","239","units","0","v1663834758","1.34.2.3.1","16.2","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834759","1.34.2.3.2","11.0","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663834760","1.34.2.3.3","22.6","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663834761","1.34.3.1.1","11.0","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834762","1.34.3.1.2","6.9","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834763","1.34.3.1.3","16.5","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663834764","1.34.3.2.1","","F","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663834765","1.34.3.2.2","","F","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663834766","1.34.3.2.3","","F","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663834767","1.34.3.3.1","14.0","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663834768","1.34.3.3.2","7.9","","","","1"
"2024","Canada","2021A000011124","Delayed filling or refilling a prescription medication","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663834769","1.34.3.3.3","22.3","","","","1"
"2024","Canada","2021A000011124","Other decision due to cost of prescription medications","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663834770","1.35.1.1.1","6.1","","","","1"
"2024","Canada","2021A000011124","Other decision due to cost of prescription medications","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663834771","1.35.1.1.2","4.1","","","","1"
"2024","Canada","2021A000011124","Other decision due to cost of prescription medications","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663834772","1.35.1.1.3","8.8","","","","1"
"2024","Canada","2021A000011124","Other decision due to cost of prescription medications","First Nations","Men+","Percentage","Percent","239","units","0","v1663834773","1.35.1.2.1","4.1","","","","1"
